time,state,x,y,z,qw,qx,qy,qz,Vx,Vy,Vz,wr,wp,wy,LF_HAA,LF_HFE,LF_KFE,RF_HAA,RF_HFE,RF_KFE,LH_HAA,LH_HFE,LH_KFE,RH_HAA,RH_HFE,RH_KFE,w_LF_HAA,w_LF_HFE,w_LF_KFE,w_RF_HAA,w_RF_HFE,w_RF_KFE,w_LH_HAA,w_LH_HFE,w_LH_KFE,w_RH_HAA,w_RH_HFE,w_RH_KFE,tau_LF_HAA,tau_LF_HFE,tau_LF_KFE,tau_RF_HAA,tau_RF_HFE,tau_RF_KFE,tau_LH_HAA,tau_LH_HFE,tau_LH_KFE,tau_RH_HAA,tau_RH_HFE,tau_RH_KFE
2224,4,-0.217118,0.998165,0.29029,0.936848,0.000888592,-0.349735,-2.13E-05,-0.833929,-0.0135231,0.524875,0.340935,-3.50138,0.306564,-0.00945186,-0.276826,0.658339,-0.00700966,-0.276955,0.658504,0.00767809,-0.700282,1.68401,0.00756284,-0.696924,1.68313,0.107819,1.1027,0.158683,1.0739,0.950529,0.361618,-0.358927,-1.43597,-2.56241,0.349421,-3.58759,-0.103718,0.587975,0.477434,0.143856,0.471598,0.479645,0.138353,-0.471669,-13,-6.03233,-0.441497,-13,-5.86007
2225,4,-0.217948,0.998151,0.290813,0.936219,0.00107507,-0.351415,5.04E-05,-0.825731,-0.0137209,0.520873,0.259719,-3.67528,0.21684,-0.00929643,-0.275834,0.658471,-0.00606887,-0.276045,0.658687,0.00734859,-0.702513,1.68226,0.00788927,-0.700612,1.68309,0.203053,0.881022,0.105314,0.80767,0.868764,0.00373223,-0.300066,-3.02576,-0.940082,0.303433,-3.78682,0.0193746,0.567112,0.409558,0.132875,0.420579,0.417279,0.119649,-0.460685,-13,-5.92063,-0.45377,-13,-5.85061
2226,4,-0.21877,0.998138,0.291332,0.935559,0.00121731,-0.353168,0.000100276,-0.819115,-0.0141067,0.51737,0.205986,-3.82039,0.162612,-0.00907115,-0.275045,0.658563,-0.0053622,-0.275279,0.65872,0.00710649,-0.705868,1.68164,0.00817217,-0.704446,1.68313,0.247499,0.69743,0.0782609,0.605664,0.66331,0.0622534,-0.184142,-3.68434,-0.298978,0.262368,-3.8814,0.0593613,0.557786,0.350046,0.122315,0.364132,0.3627,0.105035,-0.440916,-13,-5.78053,-0.473356,-13,-5.84724
2227,4,-0.219587,0.998123,0.291849,0.934873,0.00132297,-0.35498,0.000135167,-0.81412,-0.0143121,0.515722,0.144202,-3.92733,0.108675,-0.00879561,-0.274418,0.658637,-0.00484564,-0.274679,0.658767,0.00697947,-0.70968,1.68146,0.00813011,-0.709177,1.68332,0.303573,0.55591,0.0695426,0.427466,0.535664,0.0312474,-0.0698943,-3.94052,-0.0602431,-0.346478,-5.58174,0.327672,0.544269,0.302692,0.114972,0.321732,0.316738,0.102396,-0.426389,-13,-5.73097,-0.49033,-13,-5.85039
2228,4,-0.220394,0.998116,0.292381,0.934188,0.00128684,-0.356779,0.000120669,-0.80096,-0.000235552,0.548967,-0.254127,-3.77331,-0.22334,-0.00821056,-0.27391,0.658832,-0.00468809,-0.274151,0.65882,0.00709595,-0.713583,1.68137,0.00778356,-0.712817,1.68224,0.866539,0.459634,0.320481,-0.112371,0.521775,0.075018,0.302847,-3.86475,-0.11124,-0.346618,-1.69698,-2.48813,0.527737,0.265092,0.10906,0.290738,0.280769,0.098656,-0.418768,-13,-5.7166,-0.487807,-13,-5.86587
2229,4,-0.221191,0.998116,0.292928,0.933498,0.00115012,-0.358581,7.56E-05,-0.793234,-0.000253196,0.544907,-0.187976,-3.94427,-0.149276,-0.00745102,-0.273473,0.658955,-0.00477078,-0.273717,0.658857,0.00738152,-0.717557,1.68133,0.0074653,-0.715293,1.68055,0.652549,0.415778,-0.0735091,-0.0530004,0.345906,-0.00100224,0.268299,-4.08342,0.036961,-0.289918,-3.25566,-0.907837,0.492634,0.234626,0.0934587,0.281285,0.249046,0.0944053,-0.425757,-13,-5.70974,-0.467014,-13,-5.77945
2230,4,-0.221981,0.998116,0.293471,0.932776,0.00104922,-0.360454,4.80E-05,-0.786971,-5.46E-05,0.541284,-0.145326,-4.08538,-0.106918,-0.0068784,-0.273148,0.658916,-0.00481446,-0.273446,0.658848,0.00763352,-0.72169,1.6814,0.00722683,-0.718874,1.67995,0.492674,0.232779,-0.00464367,-0.0343597,0.196283,-0.0170434,0.235698,-4.18166,0.0852368,-0.187006,-3.90538,-0.28008,0.447061,0.208364,0.0835798,0.286247,0.223015,0.0914447,-0.442891,-13,-5.70677,-0.447918,-13,-5.64361
2231,4,-0.222763,0.998113,0.294025,0.932045,0.00106437,-0.362342,5.93E-05,-0.776217,-0.00621087,0.565841,0.188995,-4.0132,0.163187,-0.00662348,-0.272934,0.658912,-0.00461979,-0.273295,0.658925,0.00765936,-0.724887,1.68037,0.00722834,-0.722839,1.67973,0.0171709,0.196426,-0.00273329,0.423693,0.106097,0.170822,-0.184012,-2.21353,-2.13709,0.190011,-4.02644,-0.15487,0.412704,0.188907,0.0867059,0.288867,0.20675,0.0921665,-0.458011,-13,-5.71166,-0.43361,-13,-5.59609
2232,4,-0.223535,0.998106,0.294589,0.931301,0.00116533,-0.364249,9.36E-05,-0.768749,-0.00614015,0.561548,0.14125,-4.17462,0.103256,-0.00658601,-0.272815,0.658886,-0.00428396,-0.27321,0.658949,0.00747755,-0.727797,1.67893,0.00741172,-0.726991,1.67967,0.0577744,0.0409747,-0.049427,0.24797,0.0622528,-0.121781,-0.179613,-3.60542,-0.741035,0.176764,-4.27593,0.03223,0.397409,0.176031,0.087001,0.277187,0.197678,0.0860154,-0.459562,-13,-5.62959,-0.4337,-13,-5.5787
2233,4,-0.224301,0.9981,0.295148,0.930526,0.00123982,-0.366223,0.000113628,-0.762658,-0.00626296,0.557812,0.111432,-4.30794,0.0709046,-0.00652418,-0.272834,0.658828,-0.00409902,-0.273218,0.658853,0.00733033,-0.731686,1.67846,0.00755348,-0.731498,1.67958,0.0658821,-0.0789144,-0.0666174,0.121915,-0.0773346,-0.0708281,-0.114818,-4.17388,-0.191198,0.106741,-4.73787,-0.209915,0.39516,0.168909,0.0890874,0.257037,0.192628,0.0840537,-0.448653,-13,-5.51446,-0.444703,-13,-5.57379
2234,4,-0.225058,0.998098,0.295717,0.929741,0.001216,-0.368211,0.000104587,-0.751992,0.00211635,0.579581,-0.182061,-4.24328,-0.148962,-0.00627001,-0.272943,0.658852,-0.00416489,-0.273306,0.658789,0.00737222,-0.735901,1.67832,0.00748738,-0.735286,1.67864,0.442465,-0.139057,0.113303,-0.253659,-0.0988801,-0.0570943,0.19858,-4.25496,-0.102982,-0.238942,-2.83905,-1.68422,0.391451,0.170047,0.0937292,0.245941,0.19308,0.0917581,-0.43982,-13,-5.47717,-0.453209,-13,-5.56668
2235,4,-0.225807,0.9981,0.296294,0.928944,0.00111938,-0.370218,7.95E-05,-0.74525,0.00213602,0.575286,-0.135625,-4.39518,-0.0959847,-0.00590487,-0.273094,0.65883,-0.00439783,-0.273461,0.658706,0.00755951,-0.740269,1.6783,0.00727387,-0.738687,1.67752,0.287808,-0.161753,-0.157664,-0.212234,-0.210416,-0.108611,0.176,-4.48166,0.0661716,-0.188077,-3.96296,-0.555282,0.3762,0.176586,0.0918617,0.249893,0.198367,0.096875,-0.442333,-13,-5.4654,-0.449243,-13,-5.49092
2236,4,-0.226548,0.9981,0.296877,0.928129,0.00111057,-0.372257,8.81E-05,-0.736054,-0.00232934,0.590691,0.0944663,-4.38794,0.105979,-0.00579523,-0.273284,0.65871,-0.00444687,-0.273708,0.658666,0.00758393,-0.744123,1.67764,0.00722407,-0.74283,1.67714,-0.0685259,-0.21974,-0.0812383,0.114153,-0.28335,0.027725,-0.127146,-3.22713,-1.38544,0.088492,-4.32253,-0.20148,0.354292,0.18561,0.0936362,0.26387,0.207645,0.103503,-0.45357,-13,-5.46393,-0.436432,-13,-5.40134
2237,4,-0.22728,0.998098,0.297466,0.927296,0.00116451,-0.374327,0.000116439,-0.72945,-0.00226349,0.586203,0.0680203,-4.53421,0.0706039,-0.00585824,-0.273552,0.658605,-0.00438813,-0.274003,0.658592,0.00746806,-0.747831,1.67673,0.00731474,-0.747296,1.67706,-0.057505,-0.315021,-0.128748,0.00334509,-0.306378,-0.175881,-0.104599,-4.18756,-0.426277,0.0928455,-4.61017,0.0370017,0.347714,0.197055,0.103192,0.266812,0.222458,0.106739,-0.455036,-13,-5.41116,-0.433444,-13,-5.37107
2238,4,-0.228006,0.998094,0.298057,0.926442,0.0012496,-0.376435,0.000146888,-0.721385,-0.00481818,0.595898,0.206953,-4.56361,0.160318,-0.0060009,-0.27389,0.658483,-0.00431795,-0.274342,0.658485,0.00728105,-0.751716,1.67593,0.00748851,-0.751924,1.6771,-0.227809,-0.361536,-0.115485,0.137008,-0.372315,-0.0366462,-0.269427,-3.58325,-1.17301,0.254695,-4.64515,0.048558,0.351495,0.213098,0.111592,0.263288,0.24015,0.112665,-0.448084,-13,-5.33869,-0.438885,-13,-5.36449
2239,4,-0.228723,0.998091,0.298658,0.925577,0.00131367,-0.378556,0.000170828,-0.712275,-0.00107173,0.605447,2.48E-05,-4.60032,0.014788,-0.00610244,-0.274274,0.658405,-0.00432195,-0.274713,0.658386,0.00712924,-0.755674,1.67514,0.00761416,-0.756125,1.67662,0.0247425,-0.407045,-0.0397217,-0.145008,-0.370687,-0.162373,-0.0341926,-4.33201,-0.406401,-0.00340284,-3.75628,-1.00445,0.360054,0.233395,0.121361,0.259077,0.260511,0.121166,-0.436863,-13,-5.27472,-0.449311,-13,-5.36791
2240,4,-0.229431,0.998092,0.299264,0.924695,0.00130081,-0.380706,0.000173893,-0.704636,0.0015449,0.607112,-0.0461649,-4.69627,-0.0336067,-0.00605745,-0.274693,0.658318,-0.00451727,-0.275114,0.65823,0.00711957,-0.760208,1.67493,0.00758448,-0.76003,1.67573,0.0652225,-0.430876,-0.136015,-0.245632,-0.42978,-0.149196,0.0148492,-4.73639,-0.0288773,-0.055949,-4.05454,-0.779874,0.366146,0.256452,0.127569,0.259317,0.282801,0.129127,-0.427754,-13,-5.21154,-0.456849,-13,-5.32967
2241,4,-0.230133,0.998093,0.299869,0.923786,0.00127768,-0.382906,0.000173225,-0.698913,0.0014738,0.602666,-0.0321422,-4.82556,-0.0149143,-0.00602737,-0.275146,0.658163,-0.00476407,-0.27557,0.658072,0.00714532,-0.765043,1.67497,0.00752905,-0.76444,1.6752,-0.00505576,-0.475673,-0.173346,-0.247965,-0.483012,-0.167672,0.0366601,-4.93425,0.12433,-0.0549187,-4.76515,-0.275208,0.363447,0.28159,0.134599,0.271036,0.306815,0.14159,-0.427174,-13,-5.19413,-0.455069,-13,-5.2583
2242,4,-0.230828,0.998096,0.300475,0.922857,0.00122723,-0.385142,0.000166045,-0.691587,0.00526838,0.610047,-0.136954,-4.8592,-0.0996603,-0.00597196,-0.275637,0.658036,-0.00507918,-0.276056,0.657912,0.00724289,-0.769988,1.6751,0.00741991,-0.768989,1.67475,0.115872,-0.504521,-0.080662,-0.382253,-0.489035,-0.151792,0.158487,-4.95432,0.117731,-0.163357,-4.33406,-0.63025,0.361642,0.308786,0.146973,0.285844,0.334199,0.154264,-0.428719,-13,-5.19795,-0.451743,-13,-5.2161
2243,4,-0.231516,0.998101,0.301089,0.921914,0.00119572,-0.387393,0.000158963,-0.68416,0.00407018,0.617616,0.0376414,-4.9007,0.0145426,-0.00596882,-0.276132,0.657905,-0.00535552,-0.276548,0.657792,0.00728732,-0.7747,1.6749,0.00736621,-0.77354,1.67433,-0.109589,-0.487007,-0.180221,-0.17043,-0.494955,-0.0877521,-0.069629,-4.4712,-0.505193,0.0559515,-4.76636,-0.198121,0.358318,0.338192,0.157134,0.304751,0.36336,0.167043,-0.434574,-13,-5.20763,-0.445195,-13,-5.17988
2244,4,-0.232197,0.998105,0.301707,0.920954,0.00123294,-0.38967,0.000163056,-0.677622,0.00325227,0.618974,0.0993202,-4.98529,0.0479456,-0.00611937,-0.276636,0.657733,-0.00550198,-0.277036,0.657673,0.00717892,-0.779274,1.67446,0.00746435,-0.778426,1.67424,-0.191503,-0.520911,-0.165328,-0.122501,-0.480549,-0.15139,-0.147184,-4.6757,-0.374706,0.140323,-5.00745,0.0160393,0.358129,0.367938,0.167569,0.321331,0.39288,0.176625,-0.437239,-13,-5.19214,-0.441972,-13,-5.14674
2245,4,-0.232871,0.998108,0.302329,0.919974,0.00126952,-0.391977,0.000170349,-0.67067,0.00255106,0.623615,0.0304161,-5.04076,0.0252074,-0.00628316,-0.277154,0.657585,-0.00565904,-0.277523,0.657523,0.00707361,-0.784007,1.67413,0.00756747,-0.783333,1.67412,-0.136078,-0.515307,-0.128966,-0.191608,-0.493841,-0.147727,-0.0634381,-4.79145,-0.284097,0.0659358,-4.80553,-0.270463,0.367162,0.398175,0.181391,0.330119,0.422145,0.18619,-0.430735,-13,-5.15694,-0.447861,-13,-5.13946
2246,4,-0.233538,0.998111,0.302953,0.918976,0.00128546,-0.394311,0.000178138,-0.664054,0.00315472,0.62621,0.0226661,-5.11185,0.017265,-0.00641808,-0.277666,0.657445,-0.00586059,-0.278016,0.657373,0.00701805,-0.788898,1.67392,0.00762389,-0.788236,1.67391,-0.133761,-0.507773,-0.152274,-0.211496,-0.4922,-0.152773,-0.0476731,-4.98988,-0.14531,0.046893,-5.00145,-0.137368,0.376989,0.429262,0.193163,0.339542,0.451377,0.198155,-0.424416,-13,-5.13059,-0.454048,-13,-5.12928
2247,4,-0.234199,0.998114,0.30358,0.917958,0.00129635,-0.396676,0.000184897,-0.657992,0.00344598,0.627048,0.0136465,-5.19101,0.0133293,-0.00655322,-0.278172,0.657292,-0.00607995,-0.278507,0.657218,0.00700157,-0.793975,1.67383,0.00766967,-0.793324,1.67384,-0.136522,-0.504066,-0.154079,-0.227225,-0.490187,-0.15699,0.0147052,-5.16433,-0.0254163,0.0446696,-5.17361,-0.0132677,0.385085,0.459954,0.204412,0.351635,0.480958,0.210175,-0.421083,-13,-5.11341,-0.457433,-13,-5.11297
2248,4,-0.234855,0.998118,0.304208,0.916919,0.00130723,-0.399072,0.000190596,-0.65226,0.00411063,0.629502,0.0243942,-5.25168,0.0131982,-0.00669473,-0.27867,0.657142,-0.00630428,-0.278988,0.657068,0.00698347,-0.799224,1.67387,0.0077185,-0.798578,1.67388,-0.146502,-0.492132,-0.145325,-0.221441,-0.472424,-0.142118,-0.0508919,-5.33263,0.100897,0.0529971,-5.33499,0.0988704,0.393193,0.490309,0.216666,0.364797,0.51043,0.222566,-0.420094,-13,-5.10658,-0.46018,-13,-5.10695
2249,4,-0.235504,0.998122,0.304839,0.915861,0.00131997,-0.401493,0.000194627,-0.646974,0.00452489,0.63078,0.0232964,-5.31698,0.0100768,-0.00684115,-0.279152,0.656997,-0.00652711,-0.279449,0.656925,0.00693227,-0.804635,1.67403,0.00776934,-0.803995,1.67404,-0.146346,-0.471111,-0.145521,-0.224206,-0.448837,-0.145193,-0.05151,-5.48914,0.214294,0.0486663,-5.4993,0.21459,0.401684,0.520195,0.228643,0.378257,0.539308,0.23453,-0.419008,-13,-5.1096,-0.46311,-13,-5.11037
2250,4,-0.236149,0.998127,0.30547,0.914784,0.00133107,-0.403941,0.000196716,-0.642094,0.00510139,0.631634,0.0215826,-5.38055,0.00330587,-0.00698459,-0.279611,0.656854,-0.00675364,-0.279885,0.656782,0.00688259,-0.810205,1.6743,0.00781983,-0.809566,1.6743,-0.140522,-0.447664,-0.139232,-0.22886,-0.422036,-0.139356,-0.0478485,-5.65263,0.332308,0.052326,-5.6411,0.312678,0.410469,0.549093,0.240276,0.391626,0.566946,0.246022,-0.415936,-13,-5.12221,-0.46616,-13,-5.12291
2251,4,-0.236789,0.998132,0.306102,0.913688,0.0013398,-0.406414,0.000197154,-0.637587,0.00533202,0.632267,0.0174486,-5.4414,9.96E-05,-0.0071225,-0.280043,0.656718,-0.00698235,-0.280292,0.656647,0.00684115,-0.815934,1.67469,0.00787635,-0.815266,1.67465,-0.135298,-0.416235,-0.133682,-0.228564,-0.392583,-0.131894,-0.0350318,-5.80387,0.438951,0.060711,-5.75986,0.392505,0.419075,0.576656,0.251666,0.405218,0.593072,0.257404,-0.412956,-13,-5.14407,-0.46919,-13,-5.144
2252,4,-0.237424,0.998138,0.306734,0.912573,0.00134661,-0.408912,0.000196148,-0.633522,0.00587133,0.632645,0.017009,-5.49923,-0.00521526,-0.00725437,-0.280442,0.656588,-0.00720956,-0.280666,0.656519,0.00680343,-0.821812,1.67518,0.00793119,-0.821109,1.6751,-0.128443,-0.382396,-0.125459,-0.225855,-0.35584,-0.124467,-0.0404024,-5.95335,0.550127,0.0489616,-5.92507,0.509841,0.42735,0.602573,0.262583,0.418941,0.617511,0.268254,-0.410469,-13,-5.17492,-0.472581,-13,-5.17221
2253,4,-0.238056,0.998144,0.307367,0.911439,0.00135263,-0.411432,0.000193955,-0.62986,0.00615471,0.632701,0.0166389,-5.55502,-0.00562837,-0.00738131,-0.280805,0.656466,-0.00743058,-0.281003,0.656399,0.00676226,-0.827835,1.67578,0.00798017,-0.827102,1.67566,-0.125442,-0.342466,-0.11845,-0.216184,-0.317937,-0.114582,-0.0419497,-6.09238,0.649451,0.049015,-6.06254,0.606291,0.435262,0.626532,0.272949,0.432574,0.639963,0.278509,-0.408206,-13,-5.21449,-0.475871,-13,-5.2083
2254,4,-0.238684,0.99815,0.307999,0.910288,0.00135963,-0.413974,0.000192683,-0.626608,0.00613611,0.632509,0.0191924,-5.60826,-0.000342692,-0.00750802,-0.281125,0.656352,-0.0076377,-0.281301,0.65629,0.00671876,-0.833988,1.67647,0.00803232,-0.83323,1.67631,-0.127977,-0.298624,-0.110066,-0.198058,-0.277725,-0.103686,-0.0450462,-6.21389,0.731731,0.0552732,-6.1921,0.698401,0.442879,0.648278,0.282705,0.445835,0.660177,0.288071,-0.405736,-13,-5.26247,-0.47881,-13,-5.25295
2255,4,-0.239309,0.998156,0.308632,0.909118,0.00136863,-0.416537,0.000193079,-0.623725,0.00609534,0.631995,0.0212767,-5.65998,0.00365805,-0.00763566,-0.281401,0.656247,-0.00782729,-0.281557,0.656191,0.00667165,-0.840263,1.67724,0.0080897,-0.839485,1.67706,-0.127304,-0.253771,-0.0995703,-0.181129,-0.234434,-0.0944869,-0.0491743,-6.33554,0.814754,0.0594877,-6.31881,0.788499,0.450481,0.66751,0.291846,0.458262,0.678047,0.296801,-0.403126,-13,-5.31772,-0.481939,-13,-5.30513
2256,4,-0.239932,0.998162,0.309263,0.90793,0.00137866,-0.419119,0.000194494,-0.621194,0.00608531,0.631192,0.0213028,-5.71002,0.0049652,-0.00776006,-0.281632,0.656153,-0.00800165,-0.281769,0.656101,0.00662279,-0.846657,1.6781,0.00814968,-0.845865,1.67789,-0.121492,-0.207752,-0.0882944,-0.167579,-0.189606,-0.0845852,-0.0485482,-6.45308,0.896948,0.0604822,-6.44069,0.874193,0.45814,0.684082,0.300231,0.469638,0.693411,0.304728,-0.400299,-13,-5.37958,-0.485382,-13,-5.36461
2257,4,-0.240552,0.998168,0.309893,0.906724,0.00138433,-0.421722,0.00019811,-0.619192,0.00575486,0.629094,0.00193222,-5.7648,0.00427118,-0.00787395,-0.281814,0.65607,-0.00816806,-0.281939,0.656019,0.00658713,-0.853169,1.67904,0.0081981,-0.852373,1.67881,-0.106302,-0.156409,-0.0789676,-0.165239,-0.150103,-0.080709,-0.0227768,-6.57108,0.990655,0.0363585,-6.57522,0.970069,0.465603,0.697928,0.307746,0.480099,0.706133,0.311891,-0.397367,-13,-5.44804,-0.488981,-13,-5.43112
2258,4,-0.24117,0.998173,0.310521,0.905499,0.00138275,-0.424346,0.000205086,-0.617541,0.00551597,0.626958,-0.0105898,-5.81585,0.00480089,-0.00797453,-0.281946,0.655997,-0.00832915,-0.282068,0.655944,0.00657276,-0.859797,1.68008,0.00822652,-0.85901,1.67983,-0.0948423,-0.106791,-0.0659168,-0.156936,-0.109323,-0.0677883,-0.00596228,-6.68331,1.07669,0.0204652,-6.69981,1.05911,0.472437,0.708853,0.314436,0.490083,0.716324,0.318503,-0.395228,-13,-5.52355,-0.491886,-13,-5.50489
2259,4,-0.241787,0.998179,0.311147,0.904256,0.00137665,-0.426988,0.000214677,-0.616217,0.00530038,0.624877,-0.0187291,-5.86291,0.00599429,-0.00806442,-0.282028,0.655938,-0.00847991,-0.282156,0.655883,0.00657246,-0.866533,1.68119,0.00824258,-0.865768,1.68093,-0.0849513,-0.057115,-0.0531492,-0.144597,-0.0648596,-0.0557678,0.00536082,-6.78865,1.15435,0.0116549,-6.81611,1.14059,0.478472,0.716749,0.320232,0.499749,0.724107,0.324443,-0.394365,-13,-5.60624,-0.493591,-13,-5.58605
2260,4,-0.242403,0.998184,0.311771,0.902996,0.00136836,-0.429646,0.000226096,-0.615227,0.00521122,0.622777,-0.0215362,-5.90662,0.00759355,-0.00814543,-0.282061,0.655891,-0.00861651,-0.282197,0.655833,0.0065799,-0.873371,1.68238,0.00825212,-0.872636,1.6821,-0.0770566,-0.00855518,-0.0406982,-0.128606,-0.0178645,-0.0430997,0.00952196,-6.88894,1.22548,0.00743432,-6.91976,1.21359,0.483865,0.721666,0.324994,0.508795,0.729332,0.329385,-0.394347,-13,-5.69548,-0.494555,-13,-5.67404
2261,4,-0.243018,0.998189,0.312393,0.901719,0.00135991,-0.43232,0.000238517,-0.614535,0.00517125,0.620733,-0.0209236,-5.9468,0.0092668,-0.00821882,-0.282045,0.655856,-0.00873614,-0.282191,0.655797,0.00658933,-0.880307,1.68364,0.00826004,-0.879604,1.68335,-0.0697275,0.038814,-0.0280032,-0.110647,0.0304015,-0.0298517,0.00933315,-6.98328,1.28941,0.00839414,-7.01514,1.27918,0.488726,0.723636,0.328748,0.516991,0.731814,0.33334,-0.394794,-13,-5.79068,-0.495127,-13,-5.76821
2262,4,-0.243632,0.998195,0.313014,0.900427,0.00136111,-0.435005,0.000247082,-0.613757,0.00595185,0.620866,0.0200135,-5.97106,0.010322,-0.00829014,-0.281989,0.655837,-0.00882882,-0.282129,0.65578,0.00657186,-0.887334,1.68495,0.00829595,-0.886644,1.68464,-0.0729138,0.0743616,-0.0111369,-0.0747075,0.092503,-0.00337585,-0.0442702,-7.0707,1.32403,0.0634333,-7.06564,1.30729,0.493129,0.722728,0.331496,0.524168,0.731438,0.336258,-0.39536,-13,-5.89127,-0.495602,-13,-5.86792
2263,4,-0.244246,0.998201,0.313634,0.899121,0.00137093,-0.437699,0.000251301,-0.61353,0.00585286,0.619169,0.0178136,-6.00437,0.00859612,-0.00835551,-0.28189,0.655829,-0.00889747,-0.282012,0.655777,0.00652967,-0.894446,1.6863,0.00835786,-0.89375,1.68597,-0.0578349,0.123217,-0.00506913,-0.0625991,0.142022,-0.00261294,-0.0401068,-7.15205,1.37477,0.0603837,-7.14672,1.35648,0.497408,0.719333,0.333062,0.529729,0.727751,0.337587,-0.394311,-13,-5.99581,-0.497757,-13,-5.97138
2264,4,-0.244859,0.998207,0.314252,0.897799,0.00137946,-0.440403,0.000255285,-0.613525,0.00575332,0.617677,0.0158276,-6.03387,0.00715466,-0.00840603,-0.281745,0.655831,-0.00895381,-0.281849,0.655782,0.00649141,-0.901635,1.68769,0.00841693,-0.900934,1.68735,-0.0432046,0.167686,0.00949695,-0.0500788,0.184671,0.0129749,-0.0364122,-7.22561,1.4172,0.0577602,-7.22023,1.39778,0.501331,0.713406,0.33371,0.533848,0.720715,0.337826,-0.39178,-13,-6.10376,-0.501471,-13,-6.07793
2265,4,-0.245473,0.998212,0.314869,0.896464,0.0013868,-0.443115,0.000259101,-0.613742,0.0056536,0.616385,0.0139748,-6.06001,0.00589115,-0.00844201,-0.281555,0.655846,-0.00899733,-0.281643,0.655801,0.00645673,-0.908894,1.68913,0.00847347,-0.908187,1.68877,-0.0287554,0.211302,0.0216647,-0.0369525,0.227014,0.0247082,-0.0329368,-7.29216,1.45206,0.0553164,-7.28685,1.43171,0.504362,0.704679,0.333533,0.537229,0.710914,0.337412,-0.389485,-13,-6.21544,-0.505016,-13,-6.1881
2266,4,-0.246087,0.998218,0.315485,0.895114,0.00139307,-0.445835,0.0002628,-0.614163,0.0055534,0.615289,0.0122445,-6.08305,0.00479193,-0.00846375,-0.281323,0.655874,-0.0090276,-0.281396,0.655832,0.00642544,-0.916216,1.69059,0.00852764,-0.915504,1.69021,-0.014707,0.252644,0.0338491,-0.0235925,0.266961,0.0367702,-0.0296621,-7.35221,1.47986,0.0530368,-7.34711,1.45878,0.506521,0.693309,0.332287,0.53984,0.698563,0.335905,-0.387404,-13,-6.33021,-0.508408,-13,-6.30128
2267,4,-0.246701,0.998223,0.3161,0.893752,0.00139834,-0.44856,0.000266424,-0.614776,0.00545265,0.614384,0.0106175,-6.10328,0.00383034,-0.00847168,-0.281051,0.655914,-0.00904449,-0.28111,0.655874,0.00639733,-0.923595,1.69208,0.00857961,-0.922879,1.69168,-0.00115237,0.291542,0.0453643,-0.0101949,0.304507,0.0480806,-0.0265554,-7.40629,1.5011,0.0508917,-7.4015,1.47946,0.507825,0.679391,0.330066,0.541656,0.683744,0.333446,-0.385526,-13,-6.44749,-0.511659,-13,-6.4169
2268,4,-0.247316,0.998229,0.316714,0.892377,0.00140269,-0.451289,0.000270011,-0.615568,0.00535124,0.613664,0.0090798,-6.12094,0.00298636,-0.00846635,-0.280742,0.655965,-0.00904807,-0.280788,0.655928,0.00637225,-0.931026,1.69359,0.00862948,-0.930305,1.69317,0.0118055,0.327613,0.0562677,0.00303995,0.339245,0.0587898,-0.023592,-7.4549,1.51628,0.0488593,-7.45051,1.49421,0.508301,0.663065,0.326897,0.54267,0.6666,0.330051,-0.38384,-13,-6.56673,-0.514777,-13,-6.53443
2269,4,-0.247932,0.998234,0.317327,0.89099,0.00140617,-0.454021,0.00027359,-0.616527,0.00524912,0.613124,0.00761906,-6.13629,0.00224181,-0.0084484,-0.280397,0.656026,-0.00903858,-0.280433,0.655992,0.00635008,-0.938502,1.69511,0.00867737,-0.937777,1.69467,0.0240843,0.360605,0.0664582,0.0159466,0.370937,0.0687791,-0.0207501,-7.49849,1.52584,0.0469204,-7.49457,1.50347,0.507981,0.64449,0.322832,0.542884,0.647288,0.325777,-0.382335,-13,-6.68742,-0.517769,-13,-6.65338
2270,4,-0.248552,0.998241,0.317952,0.889616,0.0013152,-0.456708,0.000239699,-0.622085,0.00890507,0.635358,-0.259587,-5.93387,-0.301828,-0.00817662,-0.279985,0.656204,-0.00919865,-0.279989,0.656084,0.00653888,-0.945856,1.6965,0.00852209,-0.94506,1.69587,0.519486,0.463277,0.289412,-0.336087,0.517269,0.116784,0.398353,-7.20875,1.25645,-0.357496,-7.07209,0.91336,0.506904,0.623844,0.317923,0.542315,0.625982,0.320674,-0.381005,-13,-6.80911,-0.520642,-13,-6.77328
2271,4,-0.249174,0.99825,0.318587,0.888254,0.00114144,-0.459351,0.000175108,-0.622732,0.00946496,0.635732,-0.23105,-5.95678,-0.25805,-0.00770039,-0.279476,0.656379,-0.00948564,-0.279469,0.656195,0.00691231,-0.953086,1.69776,0.00818738,-0.952171,1.69681,0.432977,0.554835,0.0599787,-0.23791,0.522731,0.104798,0.348507,-7.2517,1.24973,-0.311925,-7.14862,0.949,0.490597,0.599127,0.303688,0.551919,0.599336,0.313251,-0.392333,-13,-6.9204,-0.511325,-13,-6.86996
