t,x,y,r,bh,bt,fh,ft,dx,dy,dr,dbh,dbt,dfh,dft,ubh,ubt,ufh,uft
0.8010000000000006,0.4746801519515491,0.437920986586209,-4.263047914939709,-2.160219181242129,2.757,-1.7807487322022104,2.4955712087712194,1.0176966919211146,-1.1483835837175214,-16.09704041081363,8.82345513122405,-0.0311384145810907,-2.620791690536528,-5.342685309543956,-0.47212763354166254,1.3833325238348517,-0.10456402814660376,0.1372190266748088
0.8020000000000006,0.47569774006524257,0.43679970787179756,-4.279138442716688,-2.1516082831998706,2.757,-1.7836726406174885,2.490257453161521,1.0179150271543724,-1.1604154157615214,-16.100162853723575,8.925708154671211,-0.03679456564700777,-2.486856701752373,-5.361956727798605,-0.46100961417191494,1.3642519428326951,-0.10080500616405982,0.1282878350583453
0.8030000000000006,0.476715328178936,0.4356784291573862,-4.2952289704936675,-2.1429973851576123,2.757,-1.786596549032767,2.484943697551822,1.0181333623876303,-1.1724472478055215,-16.103285296633523,9.027961178118371,-0.04245071671292484,-2.3529217129682185,-5.381228146053253,-0.44989159480216734,1.3451713618305385,-0.09704598418151587,0.11935664344188182
0.8040000000000006,0.4777329162926295,0.4345571504429748,-4.311319498270646,-2.134386487115354,2.757,-1.7895204574480457,2.4796299419421235,1.0183516976208882,-1.1844790798495213,-16.106407739543467,9.130214201565531,-0.04810686777884191,-2.2189867241840635,-5.400499564307901,-0.43877357543241974,1.3260907808283822,-0.09328696219897192,0.11042545182541832
0.8050000000000006,0.47875067451206255,0.43334617546855797,-4.327431725603497,-2.1250910354473924,2.7568572731005068,-1.7914387119483743,2.4742308648306968,1.0183144123635204,-1.196322831479373,-16.109246764499602,9.21646373764343,-0.07397830539048358,-2.0857243295285968,-5.409064477985137,-0.42668501697520644,1.2994890721955243,-0.08839843787952985,0.10212705654212928
0.8060000000000006,0.47976851527213116,0.4320916770579505,-4.343554482240861,-2.115463416908197,2.756645290636708,-1.7928689916547218,2.468790387052889,1.0181530920336526,-1.2080753205983534,-16.111948266183003,9.294947880144157,-0.10965883352600497,-1.9527882986216334,-5.412434260128785,-0.4141255225387093,1.2692378767446426,-0.082961843630705,0.09413571386980604
0.8070000000000006,0.48078635603219977,0.430837178647343,-4.359677238878225,-2.105835798369002,2.7564333081729093,-1.7942992713610688,2.4633499092750815,1.0179917717037847,-1.2198278097173336,-16.114649767866403,9.373432022644884,-0.14533936166152636,-1.8198522677146698,-5.415804042272435,-0.40156602810221215,1.2389866812937607,-0.07752524938188016,0.08614437119748282
0.8080000000000006,0.4818041967922684,0.4295826802367355,-4.37579999551559,-2.096208179829807,2.7562213257091104,-1.7957295510674163,2.4579094314972734,1.017830451373917,-1.2315802988363138,-16.117351269549804,9.451916165145612,-0.18101988979704775,-1.6869162368077064,-5.419173824416084,-0.389006533665715,1.208735485842879,-0.0720886551330553,0.07815302852515958
0.8090000000000006,0.482822037552337,0.428328181826128,-4.391922752152954,-2.0865805612906114,2.7560093432453114,-1.7971598307737633,2.4524689537194657,1.017669131044049,-1.2433327879552942,-16.12005277123321,9.530400307646339,-0.2167004179325691,-1.5539802059007428,-5.422543606559732,-0.37644703922921785,1.178484290391997,-0.06665206088423045,0.07016168585283636
0.8100000000000006,0.4838398783124056,0.4270736834155205,-4.408045508790318,-2.0769529427514164,2.755797360781513,-1.7985901104801103,2.4470284759416576,1.0175078107141813,-1.2550852770742744,-16.12275427291661,9.608884450147066,-0.25238094606809053,-1.4210441749937792,-5.425913388703382,-0.36388754479272073,1.1482330949411153,-0.06121546663540561,0.06217034318051313
0.8110000000000006,0.4848577190724742,0.425819185004913,-4.424168265427682,-2.067325324212221,2.755585378317714,-1.8000203901864578,2.44158799816385,1.0173464903843135,-1.2668377661932546,-16.12545577460001,9.687368592647793,-0.28806147420361194,-1.2881081440868158,-5.429283170847031,-0.3513280503562236,1.1179818994902333,-0.05577887238658077,0.0541790005081899
0.8120000000000006,0.4858755598325428,0.4245646865943055,-4.440291022065047,-2.057697705673026,2.755373395853915,-1.8014506698928048,2.4361475203860423,1.0171851700544456,-1.278590255312235,-16.12815727628341,9.76585273514852,-0.3237420023391333,-1.1551721131798525,-5.43265295299068,-0.33876855591972643,1.0877307040393513,-0.05034227813775592,0.04618765783586667
0.8130000000000006,0.48689340059261144,0.42331018818369803,-4.4564137787024105,-2.048070087133831,2.7551614133901166,-1.8028809495991522,2.4307070426082342,1.0170238497245776,-1.2903427444312152,-16.13085877796681,9.844336877649248,-0.35942253047465467,-1.0222360822728889,-5.436022735134329,-0.3262090614832293,1.0574795085884696,-0.044905683888931076,0.03819631516354344
0.8140000000000006,0.48791124135268005,0.42205568977309055,-4.472536535339775,-2.0384424685946354,2.7549494309263176,-1.8043112293054993,2.4252665648304266,1.0168625293947098,-1.3020952335501954,-16.13356027965021,9.922821020149975,-0.39510305861017603,-0.8893000513659255,-5.439392517277978,-0.3136495670467322,1.027228313137588,-0.03946908964010623,0.030204972491220214
0.8150000000000006,0.48892908211274866,0.42080119136248306,-4.4886592919771395,-2.0288148500554404,2.7547374484625187,-1.8057415090118463,2.4198260870526185,1.016701209064842,-1.3138477226691756,-16.136261781333616,10.001305162650702,-0.4307835867456974,-0.7563640204589619,-5.442762299421627,-0.301090072610235,0.9969771176867059,-0.034032495391281385,0.02221362981889699
0.8160000000000006,0.489945248592173,0.4194849996827762,-4.50479560951935,-2.0188415618524926,2.754236906367309,-1.8064663416728255,2.4144098072961095,1.0164028383562167,-1.325457520189237,-16.13879923102585,10.066832215509113,-0.4833330077631821,-0.6236626938743085,-5.438618104032473,-0.2879331914272505,0.9689947317033119,-0.02788244749301819,0.014584840414890003
0.8170000000000006,0.49095956346788044,0.41810058079948614,-4.520946924201918,-2.0084859941097246,2.753417243288472,-1.8064110133878208,2.4090202883734744,1.0159529022624345,-1.3369095136423197,-16.141155253979594,10.118029893286964,-0.554537906204391,-0.4912209291480857,-5.426164125706974,-0.27411565426403606,0.943521444811104,-0.020943384065217667,0.007357002297923514
0.8180000000000006,0.49197387834358786,0.4167161619161961,-4.537098238884485,-1.9981304263669561,2.7525975802096347,-1.8063556851028157,2.4036307694508388,1.015502966168652,-1.3483615070954027,-16.14351127693334,10.169227571064816,-0.6257428046456,-0.3587791644218628,-5.413710147381475,-0.2602981171008216,0.918048157918896,-0.014004320637417147,0.00012916418095702126
0.8190000000000006,0.4929881932192953,0.41533174303290604,-4.553249553567053,-1.9877748586241877,2.7517779171307977,-1.8063003568178106,2.398241250528203,1.01505303007487,-1.3598135005484857,-16.145867299887083,10.220425248842668,-0.6969477030868089,-0.22633739969563993,-5.4012561690559755,-0.24648057993760714,0.8925748710266881,-0.007065257209616628,-0.007098673936009468
0.8200000000000006,0.4940025080950028,0.413947324149616,-4.56940086824962,-1.9774192908814197,2.750958254051961,-1.806245028532806,2.3928517316055675,1.0146030939810877,-1.3712654940015687,-16.148223322840828,10.27162292662052,-0.7681526015280178,-0.093895634969417,-5.388802190730477,-0.23266304277439268,0.8671015841344802,-0.00012619378181610158,-0.014326512052975963
0.8210000000000006,0.4950168229707102,0.41256290526632594,-4.5855521829321875,-1.9670637231386512,2.750138590973124,-1.806189700247801,2.387462212682932,1.0141531578873053,-1.3827174874546517,-16.150579345794572,10.322820604398371,-0.8393574999692268,0.038546129756805825,-5.376348212404977,-0.21884550561117821,0.8416282972422724,0.006812869645984418,-0.02155435016994245
0.8220000000000006,0.49603113784641767,0.41117848638303595,-4.601703497614755,-1.9567081553958832,2.749318927894287,-1.8061343719627962,2.3820726937602963,1.0137032217935231,-1.3941694809077347,-16.152935368748317,10.374018282176223,-0.9105623984104357,0.17098789448302876,-5.363894234079479,-0.20502796844796375,0.8161550103500644,0.013751933073784944,-0.02878218828690894
0.8230000000000006,0.49704545272212514,0.4097940674997459,-4.617854812297322,-1.9463525876531147,2.74849926481545,-1.8060790436777912,2.3766831748376607,1.013253285699741,-1.4056214743608177,-16.155291391702058,10.425215959954075,-0.9817672968516447,0.3034296592092516,-5.351440255753979,-0.1912104312847493,0.7906817234578565,0.020690996501585464,-0.036010026403875434
0.8240000000000006,0.49805976759783255,0.40840964861645584,-4.63400612697989,-1.9359970199103467,2.747679601736613,-1.806023715392786,2.371293655915025,1.0128033496059587,-1.4170734678139005,-16.157647414655802,10.476413637731927,-1.0529721952928535,0.4358714239354744,-5.33898627742848,-0.17739289412153483,0.7652084365656486,0.027630059929385983,-0.04323786452084192
0.8250000000000006,0.49907408247354,0.4070252297331658,-4.650157441662458,-1.9256414521675782,2.746859938657776,-1.8059683871077814,2.3659041369923894,1.0123534135121763,-1.4285254612669835,-16.160003437609546,10.527611315509779,-1.1241770937340625,0.5683131886616972,-5.326532299102981,-0.16357535695832037,0.7397351496734408,0.0345691233571865,-0.050465702637808404
0.8260000000000006,0.5000883973492475,0.40564081084987574,-4.666308756345025,-1.9152858844248097,2.746040275578939,-1.8059130588227763,2.360514618069754,1.0119034774183941,-1.4399774547200666,-16.16235946056329,10.57880899328763,-1.1953819921752715,0.70075495338792,-5.314078320777482,-0.1497578197951059,0.7142618627812328,0.04150818678498703,-0.0576935407547749
0.8270000000000006,0.5011010091551455,0.4042213984445157,-4.682466380127296,-1.9048158659562433,2.7449596837541184,-1.8054481991825,2.3551878561260438,1.0114026395647915,-1.4513486432388552,-16.16451746200366,10.62211918142042,-1.2732142822225663,0.8331282675398913,-5.297319349942923,-0.13567263799815038,0.6907023817308883,0.048664112461254364,-0.06469932067288396
